  Water ice, from Warren (1984), extended to X-rays by V. Zubko
  # lamda [mu]         n - 1              k
  4.66662000e+06  7.85130000e-01  1.70303000e-03
  4.75663000e+06  7.85130000e-01  1.72968000e-03
  4.84837000e+06  7.85130000e-01  1.75675000e-03
  4.94187000e+06  7.85140000e-01  1.78424000e-03
  5.03719000e+06  7.85150000e-01  1.81412000e-03
  5.13434000e+06  7.85170000e-01  1.84765000e-03
  5.23336000e+06  7.85190000e-01  1.88180000e-03
  5.33430000e+06  7.85210000e-01  1.91657000e-03
  5.43718000e+06  7.85230000e-01  1.95199000e-03
  5.54204000e+06  7.85250000e-01  1.98806000e-03
  5.64893000e+06  7.85270000e-01  2.02480000e-03
  5.75788000e+06  7.85290000e-01  2.06222000e-03
  5.86893000e+06  7.85310000e-01  2.10033000e-03
  5.98212000e+06  7.85340000e-01  2.13915000e-03
  6.09750000e+06  7.85360000e-01  2.17868000e-03
  6.21510000e+06  7.85380000e-01  2.21894000e-03
  6.33497000e+06  7.85400000e-01  2.25995000e-03
  6.45715000e+06  7.85420000e-01  2.30171000e-03
  6.58169000e+06  7.85440000e-01  2.34425000e-03
  6.70863000e+06  7.85460000e-01  2.38757000e-03
  6.83802000e+06  7.85480000e-01  2.43169000e-03
  6.96990000e+06  7.85500000e-01  2.47663000e-03
  7.10433000e+06  7.85520000e-01  2.52240000e-03
  7.24135000e+06  7.85540000e-01  2.56901000e-03
  7.38101000e+06  7.85560000e-01  2.61649000e-03
  7.52336000e+06  7.85590000e-01  2.66484000e-03
  7.66846000e+06  7.85610000e-01  2.71409000e-03
  7.81636000e+06  7.85630000e-01  2.76425000e-03
  7.96712000e+06  7.85650000e-01  2.81533000e-03
  8.12078000e+06  7.85670000e-01  2.86736000e-03
  8.27740000e+06  7.85690000e-01  2.92035000e-03
  8.43704000e+06  7.85710000e-01  2.97431000e-03
  8.59977000e+06  7.85730000e-01  3.02928000e-03
